county,precinct,office,district,candidate,party,votes,yes_votes,no_votes
Arapahoe,6273803183,Court of Appeals,,Craig R. Welling,,0,742,293
Arapahoe,6273803183,"District Court, 18th Judicial District",,Michelle Ann Amico,,0,777,250
Arapahoe,6273803183,"District Court, 18th Judicial District",,Andrew Baum,,0,684,332
Arapahoe,6273803183,"District Court, 18th Judicial District",,Cynthia Dianne Mares,,0,704,318
Arapahoe,6273803183,"District Court, 18th Judicial District",,John E. Scipione,,0,736,247
Arapahoe,6273803183,"District Court, 18th Judicial District",,Theresa Michelle Slade,,0,775,214
Arapahoe,6273803183,"District Court, 18th Judicial District",,Darren L. Vahle,,0,767,219
Arapahoe,6273803183,"District Court, 18th Judicial District",,Elizabeth Beebe Volz,,0,750,234
Arapahoe,6273803183,"County Court, Arapahoe",,Chantel E. Contiguglia,,0,745,231
Arapahoe,6273803183,"County Court, Arapahoe",,Anne M. Ollada,,0,738,240
Arapahoe,6273803183,"County Court, Arapahoe",,Joshua Jay Williford,,0,760,217
Arapahoe,6273803183,Amendment B (CONSTITUTIONAL),,,,0,668,529
Arapahoe,6273803183,Amendment C (CONSTITUTIONAL),,,,0,610,588
Arapahoe,6273803183,Amendment 76 (CONSTITUTIONAL),,,,0,783,450
Arapahoe,6273803183,Amendment 77 (CONSTITUTIONAL),,,,0,728,482
Arapahoe,6273803183,Proposition EE (STATUTORY),,,,0,862,381
Arapahoe,6273803183,Proposition 113 (STATUTORY),,,,0,600,643
Arapahoe,6273803183,Proposition 114 (STATUTORY),,,,0,589,639
Arapahoe,6273803183,Proposition 115 (STATUTORY),,,,0,481,761
Arapahoe,6273803183,Proposition 116 (STATUTORY),,,,0,641,600
Arapahoe,6273803183,Proposition 117 (STATUTORY),,,,0,582,598
Arapahoe,6273803183,Proposition 118 (STATUTORY),,,,0,651,581
Arapahoe,6273803184,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,327,0,0
Arapahoe,6273803184,President,,Donald J. Trump / Michael R. Pence,Republican Party,322,0,0
Arapahoe,6273803184,President,,Don Blankenship / William Mohr,American Constitution Party,5,0,0
Arapahoe,6273803184,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Arapahoe,6273803184,President,,Howie Hawkins / Angela Nicole Walker,Green Party,1,0,0
Arapahoe,6273803184,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Arapahoe,6273803184,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,13,0,0
Arapahoe,6273803184,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Arapahoe,6273803184,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Arapahoe,6273803184,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Arapahoe,6273803184,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Arapahoe,6273803184,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Arapahoe,6273803184,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Arapahoe,6273803184,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Arapahoe,6273803184,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Arapahoe,6273803184,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Arapahoe,6273803184,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Arapahoe,6273803184,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Arapahoe,6273803184,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Arapahoe,6273803184,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Arapahoe,6273803184,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Arapahoe,6273803184,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Arapahoe,6273803184,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Arapahoe,6273803184,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Arapahoe,6273803184,U.S. Senate,,John W. Hickenlooper,Democratic Party,314,0,0
Arapahoe,6273803184,U.S. Senate,,Cory Gardner,Republican Party,344,0,0
Arapahoe,6273803184,U.S. Senate,,Daniel Doyle,Approval Voting Party,1,0,0
Arapahoe,6273803184,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,3,0,0
Arapahoe,6273803184,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,11,0,0
Arapahoe,6273803184,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Arapahoe,6273803184,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Arapahoe,6273803184,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Arapahoe,6273803184,U.S. House,6,Steve House,Republican Party,323,0,0
Arapahoe,6273803184,U.S. House,6,Jason Crow,Democratic Party,324,0,0
Arapahoe,6273803184,U.S. House,6,Jaimie Lynn Kulikowski,Unity Party of Colorado,2,0,0
Arapahoe,6273803184,U.S. House,6,Norm Olsen,Libertarian Party,20,0,0
Arapahoe,6273803184,Regent Of The University Of Colorado - District 6,,Richard Murray,Republican Party,347,0,0
Arapahoe,6273803184,Regent Of The University Of Colorado - District 6,,Ilana Spiegel,Democratic Party,272,0,0
Arapahoe,6273803184,Regent Of The University Of Colorado - District 6,,Christopher E. Otwell,Unity Party of Colorado,10,0,0
Arapahoe,6273803184,State Senate,27,Chris Kolker,Democratic Party,312,0,0
Arapahoe,6273803184,State Senate,27,Suzanne Staiert,Republican Party,342,0,0
Arapahoe,6273803184,State House,38,David Ortiz,Democratic Party,326,0,0
Arapahoe,6273803184,State House,38,Richard Champion,Republican Party,334,0,0
Arapahoe,6273803184,District Attorney - District 18,,Amy L. Padden,Democratic Party,273,0,0
Arapahoe,6273803184,District Attorney - District 18,,John Kellner,Republican Party,372,0,0
Arapahoe,6273803184,District H Director Of Regional Transit District,,Doug Tisdale,,193,0,0
Arapahoe,6273803184,District H Director Of Regional Transit District,,Regan Byrd,,147,0,0
Arapahoe,6273803184,District H Director Of Regional Transit District,,Roger Edwards,,111,0,0
Arapahoe,6273803184,Supreme Court,,Melissa Hart,,0,402,165
Arapahoe,6273803184,Supreme Court,,Carlos A. Samour Jr.,,0,396,166
Arapahoe,6273803184,Court of Appeals,,Ted C. Tow III,,0,376,181
Arapahoe,6273803184,Court of Appeals,,Craig R. Welling,,0,377,176
Arapahoe,6273803184,"District Court, 18th Judicial District",,Michelle Ann Amico,,0,415,142
Arapahoe,6273803184,"District Court, 18th Judicial District",,Andrew Baum,,0,363,187
Arapahoe,6273803184,"District Court, 18th Judicial District",,Cynthia Dianne Mares,,0,370,181
Arapahoe,6273803184,"District Court, 18th Judicial District",,John E. Scipione,,0,408,140
Arapahoe,6273803184,"District Court, 18th Judicial District",,Theresa Michelle Slade,,0,423,123
Arapahoe,6273803184,"District Court, 18th Judicial District",,Darren L. Vahle,,0,423,121
Arapahoe,6273803184,"District Court, 18th Judicial District",,Elizabeth Beebe Volz,,0,409,136
Arapahoe,6273803184,"County Court, Arapahoe",,Chantel E. Contiguglia,,0,408,134
Arapahoe,6273803184,"County Court, Arapahoe",,Anne M. Ollada,,0,414,129
Arapahoe,6273803184,"County Court, Arapahoe",,Joshua Jay Williford,,0,420,126
Arapahoe,6273803184,Amendment B (CONSTITUTIONAL),,,,0,354,284
Arapahoe,6273803184,Amendment C (CONSTITUTIONAL),,,,0,291,342
Arapahoe,6273803184,Amendment 76 (CONSTITUTIONAL),,,,0,432,224
Arapahoe,6273803184,Amendment 77 (CONSTITUTIONAL),,,,0,333,307
Arapahoe,6273803184,Proposition EE (STATUTORY),,,,0,437,223
Arapahoe,6273803184,Proposition 113 (STATUTORY),,,,0,291,369
Arapahoe,6273803184,Proposition 114 (STATUTORY),,,,0,281,379
Arapahoe,6273803184,Proposition 115 (STATUTORY),,,,0,314,355
Arapahoe,6273803184,Proposition 116 (STATUTORY),,,,0,367,299
Arapahoe,6273803184,Proposition 117 (STATUTORY),,,,0,325,298
Arapahoe,6273803184,Proposition 118 (STATUTORY),,,,0,330,329
Arapahoe,6273803185,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,482,0,0
Arapahoe,6273803185,President,,Donald J. Trump / Michael R. Pence,Republican Party,324,0,0
Arapahoe,6273803185,President,,Don Blankenship / William Mohr,American Constitution Party,1,0,0
Arapahoe,6273803185,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Arapahoe,6273803185,President,,Howie Hawkins / Angela Nicole Walker,Green Party,6,0,0
Arapahoe,6273803185,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Arapahoe,6273803185,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,18,0,0
Arapahoe,6273803185,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Arapahoe,6273803185,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Arapahoe,6273803185,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Arapahoe,6273803185,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Arapahoe,6273803185,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,2,0,0
Arapahoe,6273803185,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Arapahoe,6273803185,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Arapahoe,6273803185,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Arapahoe,6273803185,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Arapahoe,6273803185,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Arapahoe,6273803185,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Arapahoe,6273803185,President,,Brock Pierce / Karla Ballard,Unaffiliated,1,0,0
Arapahoe,6273803185,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Arapahoe,6273803185,President,,Kanye West / Michelle Tidball,Unaffiliated,0,0,0
Arapahoe,6273803185,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Arapahoe,6273803185,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Arapahoe,6273803185,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Arapahoe,6273803185,U.S. Senate,,John W. Hickenlooper,Democratic Party,449,0,0
Arapahoe,6273803185,U.S. Senate,,Cory Gardner,Republican Party,362,0,0
Arapahoe,6273803185,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Arapahoe,6273803185,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,6,0,0
Arapahoe,6273803185,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,15,0,0
Arapahoe,6273803185,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Arapahoe,6273803185,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Arapahoe,6273803185,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Arapahoe,6273803185,U.S. House,6,Steve House,Republican Party,338,0,0
Arapahoe,6273803185,U.S. House,6,Jason Crow,Democratic Party,456,0,0
Arapahoe,6273803185,U.S. House,6,Jaimie Lynn Kulikowski,Unity Party of Colorado,10,0,0
Arapahoe,6273803185,U.S. House,6,Norm Olsen,Libertarian Party,15,0,0
Arapahoe,6273803185,Regent Of The University Of Colorado - District 6,,Richard Murray,Republican Party,354,0,0
Arapahoe,6273803185,Regent Of The University Of Colorado - District 6,,Ilana Spiegel,Democratic Party,409,0,0
Arapahoe,6273803185,Regent Of The University Of Colorado - District 6,,Christopher E. Otwell,Unity Party of Colorado,26,0,0
Arapahoe,6273803185,State Senate,27,Chris Kolker,Democratic Party,460,0,0
Arapahoe,6273803185,State Senate,27,Suzanne Staiert,Republican Party,357,0,0
Arapahoe,6273803185,State House,38,David Ortiz,Democratic Party,478,0,0
Arapahoe,6273803185,State House,38,Richard Champion,Republican Party,343,0,0
Arapahoe,6273803185,District Attorney - District 18,,Amy L. Padden,Democratic Party,437,0,0
Arapahoe,6273803185,District Attorney - District 18,,John Kellner,Republican Party,375,0,0
Arapahoe,6273803185,District H Director Of Regional Transit District,,Doug Tisdale,,231,0,0
Arapahoe,6273803185,District H Director Of Regional Transit District,,Regan Byrd,,215,0,0
Arapahoe,6273803185,District H Director Of Regional Transit District,,Roger Edwards,,145,0,0
Arapahoe,6273803185,Supreme Court,,Melissa Hart,,0,541,176
Arapahoe,6273803185,Supreme Court,,Carlos A. Samour Jr.,,0,532,174
Arapahoe,6273803185,Court of Appeals,,Ted C. Tow III,,0,514,188
Arapahoe,6273803185,Court of Appeals,,Craig R. Welling,,0,502,201
Arapahoe,6273803185,"District Court, 18th Judicial District",,Michelle Ann Amico,,0,527,175
Arapahoe,6273803185,"District Court, 18th Judicial District",,Andrew Baum,,0,469,227
Arapahoe,6273803185,"District Court, 18th Judicial District",,Cynthia Dianne Mares,,0,501,194
Arapahoe,6273803185,"District Court, 18th Judicial District",,John E. Scipione,,0,510,174
Arapahoe,6273803185,"District Court, 18th Judicial District",,Theresa Michelle Slade,,0,543,142
Arapahoe,6273803185,"District Court, 18th Judicial District",,Darren L. Vahle,,0,513,170
Arapahoe,6273803185,"District Court, 18th Judicial District",,Elizabeth Beebe Volz,,0,519,165
Arapahoe,6273803185,"County Court, Arapahoe",,Chantel E. Contiguglia,,0,523,154
Arapahoe,6273803185,"County Court, Arapahoe",,Anne M. Ollada,,0,537,142
Arapahoe,6273803185,"County Court, Arapahoe",,Joshua Jay Williford,,0,534,146
Arapahoe,6273803185,Amendment B (CONSTITUTIONAL),,,,0,417,361
Arapahoe,6273803185,Amendment C (CONSTITUTIONAL),,,,0,389,395
Arapahoe,6273803185,Amendment 76 (CONSTITUTIONAL),,,,0,524,290
Arapahoe,6273803185,Amendment 77 (CONSTITUTIONAL),,,,0,439,345
Arapahoe,6273803185,Proposition EE (STATUTORY),,,,0,566,251
Arapahoe,6273803185,Proposition 113 (STATUTORY),,,,0,436,371
Arapahoe,6273803185,Proposition 114 (STATUTORY),,,,0,411,395
Arapahoe,6273803185,Proposition 115 (STATUTORY),,,,0,361,450
Arapahoe,6273803185,Proposition 116 (STATUTORY),,,,0,448,368
Arapahoe,6273803185,Proposition 117 (STATUTORY),,,,0,393,371
Arapahoe,6273803185,Proposition 118 (STATUTORY),,,,0,469,333
Arapahoe,6273803186,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,499,0,0
Arapahoe,6273803186,President,,Donald J. Trump / Michael R. Pence,Republican Party,367,0,0
Arapahoe,6273803186,President,,Don Blankenship / William Mohr,American Constitution Party,5,0,0
Arapahoe,6273803186,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,2,0,0
Arapahoe,6273803186,President,,Howie Hawkins / Angela Nicole Walker,Green Party,0,0,0
Arapahoe,6273803186,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Arapahoe,6273803186,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,15,0,0
Arapahoe,6273803186,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Arapahoe,6273803186,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Arapahoe,6273803186,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Arapahoe,6273803186,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Arapahoe,6273803186,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Arapahoe,6273803186,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Arapahoe,6273803186,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Arapahoe,6273803186,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Arapahoe,6273803186,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,4,0,0
Arapahoe,6273803186,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Arapahoe,6273803186,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Arapahoe,6273803186,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Arapahoe,6273803186,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Arapahoe,6273803186,President,,Kanye West / Michelle Tidball,Unaffiliated,0,0,0
Arapahoe,6273803186,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Arapahoe,6273803186,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Arapahoe,6273803186,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Arapahoe,6273803186,U.S. Senate,,John W. Hickenlooper,Democratic Party,473,0,0
Arapahoe,6273803186,U.S. Senate,,Cory Gardner,Republican Party,406,0,0
Arapahoe,6273803186,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Arapahoe,6273803186,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,2,0,0
Arapahoe,6273803186,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,11,0,0
Arapahoe,6273803186,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Arapahoe,6273803186,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Arapahoe,6273803186,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Arapahoe,6273803186,U.S. House,6,Steve House,Republican Party,389,0,0
Arapahoe,6273803186,U.S. House,6,Jason Crow,Democratic Party,476,0,0
Arapahoe,6273803186,U.S. House,6,Jaimie Lynn Kulikowski,Unity Party of Colorado,5,0,0
Arapahoe,6273803186,U.S. House,6,Norm Olsen,Libertarian Party,15,0,0
Arapahoe,6273803186,Regent Of The University Of Colorado - District 6,,Richard Murray,Republican Party,421,0,0
Arapahoe,6273803186,Regent Of The University Of Colorado - District 6,,Ilana Spiegel,Democratic Party,419,0,0
Arapahoe,6273803186,Regent Of The University Of Colorado - District 6,,Christopher E. Otwell,Unity Party of Colorado,14,0,0
Arapahoe,6273803186,State Senate,27,Chris Kolker,Democratic Party,468,0,0
Arapahoe,6273803186,State Senate,27,Suzanne Staiert,Republican Party,411,0,0
Arapahoe,6273803186,State House,38,David Ortiz,Democratic Party,482,0,0
Arapahoe,6273803186,State House,38,Richard Champion,Republican Party,398,0,0
Arapahoe,6273803186,District Attorney - District 18,,Amy L. Padden,Democratic Party,435,0,0
Arapahoe,6273803186,District Attorney - District 18,,John Kellner,Republican Party,436,0,0
Arapahoe,6273803186,District H Director Of Regional Transit District,,Doug Tisdale,,270,0,0
Arapahoe,6273803186,District H Director Of Regional Transit District,,Regan Byrd,,205,0,0
Arapahoe,6273803186,District H Director Of Regional Transit District,,Roger Edwards,,169,0,0
Arapahoe,6273803186,Supreme Court,,Melissa Hart,,0,573,203
Arapahoe,6273803186,Supreme Court,,Carlos A. Samour Jr.,,0,558,210
Arapahoe,6273803186,Court of Appeals,,Ted C. Tow III,,0,532,234
Arapahoe,6273803186,Court of Appeals,,Craig R. Welling,,0,536,230
Arapahoe,6273803186,"District Court, 18th Judicial District",,Michelle Ann Amico,,0,577,184
Arapahoe,6273803186,"District Court, 18th Judicial District",,Andrew Baum,,0,495,254
Arapahoe,6273803186,"District Court, 18th Judicial District",,Cynthia Dianne Mares,,0,519,236
Arapahoe,6273803186,"District Court, 18th Judicial District",,John E. Scipione,,0,547,196
Arapahoe,6273803186,"District Court, 18th Judicial District",,Theresa Michelle Slade,,0,578,169
Arapahoe,6273803186,"District Court, 18th Judicial District",,Darren L. Vahle,,0,564,177
Arapahoe,6273803186,"District Court, 18th Judicial District",,Elizabeth Beebe Volz,,0,569,170
Arapahoe,6273803186,"County Court, Arapahoe",,Chantel E. Contiguglia,,0,551,188
Arapahoe,6273803186,"County Court, Arapahoe",,Anne M. Ollada,,0,555,181
