county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,03-03,US Representative,2,,Total Blank Votes,,,,9
County of Hawaii,03-03,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-03,US Representative,2,,Total Ballots,,,,168
County of Hawaii,03-03,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,1
County of Hawaii,03-03,US Representative,2,,Total Blank Votes,,,,9
County of Hawaii,03-03,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-03,US Representative,2,,Total Ballots,,,,168
County of Hawaii,03-03,US Representative,2,,"STENSHOL, Shaun",,,,0
County of Hawaii,03-03,US Representative,2,,Total Blank Votes,,,,9
County of Hawaii,03-03,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-03,US Representative,2,,Total Ballots,,,,168
County of Hawaii,03-03,State Senate,1,REP,"HONG, Ted H.S.",,,,55
County of Hawaii,03-03,State Senate,1,,Total Blank Votes,,,,7
County of Hawaii,03-03,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,03-03,State Senate,1,,Total Ballots,,,,168
County of Hawaii,03-03,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,106
County of Hawaii,03-03,State Senate,1,,Total Blank Votes,,,,7
County of Hawaii,03-03,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,03-03,State Senate,1,,Total Ballots,,,,168
County of Hawaii,03-03,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,14
County of Hawaii,03-03,State Representative,3,,Total Blank Votes,,,,10
County of Hawaii,03-03,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-03,State Representative,3,,Total Ballots,,,,168
County of Hawaii,03-03,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,144
County of Hawaii,03-03,State Representative,3,,Total Blank Votes,,,,10
County of Hawaii,03-03,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-03,State Representative,3,,Total Ballots,,,,168
County of Hawaii,03-04,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
County of Hawaii,03-04,President,,,Total Blank Votes,,,,2
County of Hawaii,03-04,President,,,Total Over Votes,,,,0
County of Hawaii,03-04,President,,,Total Ballots,,,,667
County of Hawaii,03-04,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
County of Hawaii,03-04,President,,,Total Blank Votes,,,,2
County of Hawaii,03-04,President,,,Total Over Votes,,,,0
County of Hawaii,03-04,President,,,Total Ballots,,,,667
County of Hawaii,03-04,President,,REP,"McCAIN, John / PALIN, Sarah",,,,133
County of Hawaii,03-04,President,,,Total Blank Votes,,,,2
County of Hawaii,03-04,President,,,Total Over Votes,,,,0
County of Hawaii,03-04,President,,,Total Ballots,,,,667
County of Hawaii,03-04,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
County of Hawaii,03-04,President,,,Total Blank Votes,,,,2
County of Hawaii,03-04,President,,,Total Over Votes,,,,0
County of Hawaii,03-04,President,,,Total Ballots,,,,667
County of Hawaii,03-04,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,5
County of Hawaii,03-04,President,,,Total Blank Votes,,,,2
County of Hawaii,03-04,President,,,Total Over Votes,,,,0
County of Hawaii,03-04,President,,,Total Ballots,,,,667
County of Hawaii,03-04,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,526
County of Hawaii,03-04,President,,,Total Blank Votes,,,,2
County of Hawaii,03-04,President,,,Total Over Votes,,,,0
County of Hawaii,03-04,President,,,Total Ballots,,,,667
County of Hawaii,03-04,US Representative,2,REP,"EVANS, Roger B.",,,,85
County of Hawaii,03-04,US Representative,2,,Total Blank Votes,,,,32
County of Hawaii,03-04,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-04,US Representative,2,,Total Ballots,,,,667
County of Hawaii,03-04,US Representative,2,DEM,"HIRONO, Mazie",,,,545
County of Hawaii,03-04,US Representative,2,,Total Blank Votes,,,,32
County of Hawaii,03-04,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-04,US Representative,2,,Total Ballots,,,,667
County of Hawaii,03-04,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,2
County of Hawaii,03-04,US Representative,2,,Total Blank Votes,,,,32
County of Hawaii,03-04,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-04,US Representative,2,,Total Ballots,,,,667
County of Hawaii,03-04,US Representative,2,,"STENSHOL, Shaun",,,,3
County of Hawaii,03-04,US Representative,2,,Total Blank Votes,,,,32
County of Hawaii,03-04,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-04,US Representative,2,,Total Ballots,,,,667
County of Hawaii,03-04,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,88
County of Hawaii,03-04,State Representative,3,,Total Blank Votes,,,,22
County of Hawaii,03-04,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-04,State Representative,3,,Total Ballots,,,,667
County of Hawaii,03-04,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,557
County of Hawaii,03-04,State Representative,3,,Total Blank Votes,,,,22
County of Hawaii,03-04,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-04,State Representative,3,,Total Ballots,,,,667
County of Hawaii,03-05,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
County of Hawaii,03-05,President,,,Total Blank Votes,,,,1
County of Hawaii,03-05,President,,,Total Over Votes,,,,0
County of Hawaii,03-05,President,,,Total Ballots,,,,844
County of Hawaii,03-05,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
County of Hawaii,03-05,President,,,Total Blank Votes,,,,1
County of Hawaii,03-05,President,,,Total Over Votes,,,,0
County of Hawaii,03-05,President,,,Total Ballots,,,,844
County of Hawaii,03-05,President,,REP,"McCAIN, John / PALIN, Sarah",,,,168
County of Hawaii,03-05,President,,,Total Blank Votes,,,,1
County of Hawaii,03-05,President,,,Total Over Votes,,,,0
County of Hawaii,03-05,President,,,Total Ballots,,,,844
County of Hawaii,03-05,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
County of Hawaii,03-05,President,,,Total Blank Votes,,,,1
County of Hawaii,03-05,President,,,Total Over Votes,,,,0
County of Hawaii,03-05,President,,,Total Ballots,,,,844
County of Hawaii,03-05,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,7
County of Hawaii,03-05,President,,,Total Blank Votes,,,,1
County of Hawaii,03-05,President,,,Total Over Votes,,,,0
County of Hawaii,03-05,President,,,Total Ballots,,,,844
County of Hawaii,03-05,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,665
County of Hawaii,03-05,President,,,Total Blank Votes,,,,1
County of Hawaii,03-05,President,,,Total Over Votes,,,,0
County of Hawaii,03-05,President,,,Total Ballots,,,,844
County of Hawaii,03-05,US Representative,2,REP,"EVANS, Roger B.",,,,119
County of Hawaii,03-05,US Representative,2,,Total Blank Votes,,,,52
County of Hawaii,03-05,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-05,US Representative,2,,Total Ballots,,,,844
County of Hawaii,03-05,US Representative,2,DEM,"HIRONO, Mazie",,,,653
County of Hawaii,03-05,US Representative,2,,Total Blank Votes,,,,52
County of Hawaii,03-05,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-05,US Representative,2,,Total Ballots,,,,844
County of Hawaii,03-05,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,8
County of Hawaii,03-05,US Representative,2,,Total Blank Votes,,,,52
County of Hawaii,03-05,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-05,US Representative,2,,Total Ballots,,,,844
County of Hawaii,03-05,US Representative,2,,"STENSHOL, Shaun",,,,12
County of Hawaii,03-05,US Representative,2,,Total Blank Votes,,,,52
County of Hawaii,03-05,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-05,US Representative,2,,Total Ballots,,,,844
County of Hawaii,03-05,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,146
County of Hawaii,03-05,State Representative,3,,Total Blank Votes,,,,56
County of Hawaii,03-05,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-05,State Representative,3,,Total Ballots,,,,844
County of Hawaii,03-05,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,642
County of Hawaii,03-05,State Representative,3,,Total Blank Votes,,,,56
County of Hawaii,03-05,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-05,State Representative,3,,Total Ballots,,,,844
County of Hawaii,03-06,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
County of Hawaii,03-06,President,,,Total Blank Votes,,,,9
County of Hawaii,03-06,President,,,Total Over Votes,,,,0
County of Hawaii,03-06,President,,,Total Ballots,,,,1044
County of Hawaii,03-06,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
County of Hawaii,03-06,President,,,Total Blank Votes,,,,9
County of Hawaii,03-06,President,,,Total Over Votes,,,,0
County of Hawaii,03-06,President,,,Total Ballots,,,,1044
County of Hawaii,03-06,President,,REP,"McCAIN, John / PALIN, Sarah",,,,187
County of Hawaii,03-06,President,,,Total Blank Votes,,,,9
County of Hawaii,03-06,President,,,Total Over Votes,,,,0
County of Hawaii,03-06,President,,,Total Ballots,,,,1044
County of Hawaii,03-06,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
County of Hawaii,03-06,President,,,Total Blank Votes,,,,9
County of Hawaii,03-06,President,,,Total Over Votes,,,,0
County of Hawaii,03-06,President,,,Total Ballots,,,,1044
County of Hawaii,03-06,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,8
County of Hawaii,03-06,President,,,Total Blank Votes,,,,9
County of Hawaii,03-06,President,,,Total Over Votes,,,,0
County of Hawaii,03-06,President,,,Total Ballots,,,,1044
County of Hawaii,03-06,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,838
County of Hawaii,03-06,President,,,Total Blank Votes,,,,9
County of Hawaii,03-06,President,,,Total Over Votes,,,,0
County of Hawaii,03-06,President,,,Total Ballots,,,,1044
County of Hawaii,03-06,US Representative,2,REP,"EVANS, Roger B.",,,,134
County of Hawaii,03-06,US Representative,2,,Total Blank Votes,,,,77
County of Hawaii,03-06,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-06,US Representative,2,,Total Ballots,,,,1044
County of Hawaii,03-06,US Representative,2,DEM,"HIRONO, Mazie",,,,811
County of Hawaii,03-06,US Representative,2,,Total Blank Votes,,,,77
County of Hawaii,03-06,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-06,US Representative,2,,Total Ballots,,,,1044
County of Hawaii,03-06,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,15
County of Hawaii,03-06,US Representative,2,,Total Blank Votes,,,,77
County of Hawaii,03-06,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-06,US Representative,2,,Total Ballots,,,,1044
County of Hawaii,03-06,US Representative,2,,"STENSHOL, Shaun",,,,7
County of Hawaii,03-06,US Representative,2,,Total Blank Votes,,,,77
County of Hawaii,03-06,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-06,US Representative,2,,Total Ballots,,,,1044
County of Hawaii,03-06,State Senate,1,REP,"HONG, Ted H.S.",,,,353
County of Hawaii,03-06,State Senate,1,,Total Blank Votes,,,,53
County of Hawaii,03-06,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,03-06,State Senate,1,,Total Ballots,,,,1044
County of Hawaii,03-06,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,638
County of Hawaii,03-06,State Senate,1,,Total Blank Votes,,,,53
County of Hawaii,03-06,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,03-06,State Senate,1,,Total Ballots,,,,1044
County of Hawaii,03-06,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,171
County of Hawaii,03-06,State Representative,3,,Total Blank Votes,,,,85
County of Hawaii,03-06,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-06,State Representative,3,,Total Ballots,,,,1044
County of Hawaii,03-06,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,788
County of Hawaii,03-06,State Representative,3,,Total Blank Votes,,,,85
County of Hawaii,03-06,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-06,State Representative,3,,Total Ballots,,,,1044
County of Hawaii,03-07,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,3
County of Hawaii,03-07,President,,,Total Blank Votes,,,,2
County of Hawaii,03-07,President,,,Total Over Votes,,,,0
County of Hawaii,03-07,President,,,Total Ballots,,,,621
County of Hawaii,03-07,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,5
County of Hawaii,03-07,President,,,Total Blank Votes,,,,2
County of Hawaii,03-07,President,,,Total Over Votes,,,,0
County of Hawaii,03-07,President,,,Total Ballots,,,,621
County of Hawaii,03-07,President,,REP,"McCAIN, John / PALIN, Sarah",,,,119
County of Hawaii,03-07,President,,,Total Blank Votes,,,,2
County of Hawaii,03-07,President,,,Total Over Votes,,,,0
County of Hawaii,03-07,President,,,Total Ballots,,,,621
County of Hawaii,03-07,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
County of Hawaii,03-07,President,,,Total Blank Votes,,,,2
County of Hawaii,03-07,President,,,Total Over Votes,,,,0
County of Hawaii,03-07,President,,,Total Ballots,,,,621
County of Hawaii,03-07,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,6
County of Hawaii,03-07,President,,,Total Blank Votes,,,,2
County of Hawaii,03-07,President,,,Total Over Votes,,,,0
County of Hawaii,03-07,President,,,Total Ballots,,,,621
County of Hawaii,03-07,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,485
County of Hawaii,03-07,President,,,Total Blank Votes,,,,2
County of Hawaii,03-07,President,,,Total Over Votes,,,,0
County of Hawaii,03-07,President,,,Total Ballots,,,,621
County of Hawaii,03-07,US Representative,2,REP,"EVANS, Roger B.",,,,88
County of Hawaii,03-07,US Representative,2,,Total Blank Votes,,,,51
County of Hawaii,03-07,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-07,US Representative,2,,Total Ballots,,,,621
County of Hawaii,03-07,US Representative,2,DEM,"HIRONO, Mazie",,,,469
County of Hawaii,03-07,US Representative,2,,Total Blank Votes,,,,51
County of Hawaii,03-07,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-07,US Representative,2,,Total Ballots,,,,621
County of Hawaii,03-07,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,9
County of Hawaii,03-07,US Representative,2,,Total Blank Votes,,,,51
County of Hawaii,03-07,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-07,US Representative,2,,Total Ballots,,,,621
County of Hawaii,03-07,US Representative,2,,"STENSHOL, Shaun",,,,4
County of Hawaii,03-07,US Representative,2,,Total Blank Votes,,,,51
County of Hawaii,03-07,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-07,US Representative,2,,Total Ballots,,,,621
County of Hawaii,03-07,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,101
County of Hawaii,03-07,State Representative,3,,Total Blank Votes,,,,45
County of Hawaii,03-07,State Representative,3,,Total Over Votes,,,,1
County of Hawaii,03-07,State Representative,3,,Total Ballots,,,,621
County of Hawaii,03-07,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,474
County of Hawaii,03-07,State Representative,3,,Total Blank Votes,,,,45
County of Hawaii,03-07,State Representative,3,,Total Over Votes,,,,1
County of Hawaii,03-07,State Representative,3,,Total Ballots,,,,621
County of Hawaii,03-08,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
County of Hawaii,03-08,President,,,Total Blank Votes,,,,3
County of Hawaii,03-08,President,,,Total Over Votes,,,,0
County of Hawaii,03-08,President,,,Total Ballots,,,,845
County of Hawaii,03-08,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
County of Hawaii,03-08,President,,,Total Blank Votes,,,,3
County of Hawaii,03-08,President,,,Total Over Votes,,,,0
County of Hawaii,03-08,President,,,Total Ballots,,,,845
County of Hawaii,03-08,President,,REP,"McCAIN, John / PALIN, Sarah",,,,164
County of Hawaii,03-08,President,,,Total Blank Votes,,,,3
County of Hawaii,03-08,President,,,Total Over Votes,,,,0
County of Hawaii,03-08,President,,,Total Ballots,,,,845
County of Hawaii,03-08,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,2
County of Hawaii,03-08,President,,,Total Blank Votes,,,,3
County of Hawaii,03-08,President,,,Total Over Votes,,,,0
County of Hawaii,03-08,President,,,Total Ballots,,,,845
County of Hawaii,03-08,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,6
County of Hawaii,03-08,President,,,Total Blank Votes,,,,3
County of Hawaii,03-08,President,,,Total Over Votes,,,,0
County of Hawaii,03-08,President,,,Total Ballots,,,,845
County of Hawaii,03-08,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,670
County of Hawaii,03-08,President,,,Total Blank Votes,,,,3
County of Hawaii,03-08,President,,,Total Over Votes,,,,0
County of Hawaii,03-08,President,,,Total Ballots,,,,845
County of Hawaii,03-08,US Representative,2,REP,"EVANS, Roger B.",,,,115
County of Hawaii,03-08,US Representative,2,,Total Blank Votes,,,,60
County of Hawaii,03-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-08,US Representative,2,,Total Ballots,,,,845
County of Hawaii,03-08,US Representative,2,DEM,"HIRONO, Mazie",,,,655
County of Hawaii,03-08,US Representative,2,,Total Blank Votes,,,,60
County of Hawaii,03-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-08,US Representative,2,,Total Ballots,,,,845
County of Hawaii,03-08,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,9
County of Hawaii,03-08,US Representative,2,,Total Blank Votes,,,,60
County of Hawaii,03-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-08,US Representative,2,,Total Ballots,,,,845
County of Hawaii,03-08,US Representative,2,,"STENSHOL, Shaun",,,,6
County of Hawaii,03-08,US Representative,2,,Total Blank Votes,,,,60
County of Hawaii,03-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,03-08,US Representative,2,,Total Ballots,,,,845
County of Hawaii,03-08,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,153
County of Hawaii,03-08,State Representative,3,,Total Blank Votes,,,,44
County of Hawaii,03-08,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-08,State Representative,3,,Total Ballots,,,,845
County of Hawaii,03-08,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,648
County of Hawaii,03-08,State Representative,3,,Total Blank Votes,,,,44
County of Hawaii,03-08,State Representative,3,,Total Over Votes,,,,0
County of Hawaii,03-08,State Representative,3,,Total Ballots,,,,845
County of Hawaii,04-01,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,5
County of Hawaii,04-01,President,,,Total Blank Votes,,,,1
County of Hawaii,04-01,President,,,Total Over Votes,,,,0
County of Hawaii,04-01,President,,,Total Ballots,,,,828
County of Hawaii,04-01,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,3
County of Hawaii,04-01,President,,,Total Blank Votes,,,,1
County of Hawaii,04-01,President,,,Total Over Votes,,,,0
County of Hawaii,04-01,President,,,Total Ballots,,,,828
County of Hawaii,04-01,President,,REP,"McCAIN, John / PALIN, Sarah",,,,159
County of Hawaii,04-01,President,,,Total Blank Votes,,,,1
County of Hawaii,04-01,President,,,Total Over Votes,,,,0
County of Hawaii,04-01,President,,,Total Ballots,,,,828
